sample_barcode	patient_barcode	project_id	project_code	recommended_tool	tumor_bam_required	normal_bam_required	tumor_vcf_required	normal_vcf_required	snp_pileup_required	matched_normal_available_unknown	current_available_inputs	missing_required_inputs	recommended_command_template	notes
TCGA-GV-A3QI-01A	TCGA-GV-A3QI	TCGA-BLCA	BLCA	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-21-1080-01A	TCGA-21-1080	TCGA-LUSC	LUSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-94-8490-01A	TCGA-94-8490	TCGA-LUSC	LUSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-G2-AA3B-01A	TCGA-G2-AA3B	TCGA-BLCA	BLCA	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-GC-A4ZW-01A	TCGA-GC-A4ZW	TCGA-BLCA	BLCA	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-43-6143-01A	TCGA-43-6143	TCGA-LUSC	LUSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-ND-A4WC-01A	TCGA-ND-A4WC	TCGA-UCS	UCS	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-90-7769-01A	TCGA-90-7769	TCGA-LUSC	LUSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-QQ-A8VF-01A	TCGA-QQ-A8VF	TCGA-SARC	SARC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-3B-A9HT-01A	TCGA-3B-A9HT	TCGA-SARC	SARC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-F5-6814-01A	TCGA-F5-6814	TCGA-READ	READ	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-X6-A7WB-01A	TCGA-X6-A7WB	TCGA-SARC	SARC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-DX-A6YT-01A	TCGA-DX-A6YT	TCGA-SARC	SARC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-90-7964-01A	TCGA-90-7964	TCGA-LUSC	LUSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-NC-A5HN-01A	TCGA-NC-A5HN	TCGA-LUSC	LUSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-34-2600-01A	TCGA-34-2600	TCGA-LUSC	LUSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-51-4080-01A	TCGA-51-4080	TCGA-LUSC	LUSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-BA-4078-01A	TCGA-BA-4078	TCGA-HNSC	HNSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-X6-A7WA-01A	TCGA-X6-A7WA	TCGA-SARC	SARC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-DX-A6YS-01A	TCGA-DX-A6YS	TCGA-SARC	SARC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-CV-7245-01A	TCGA-CV-7245	TCGA-HNSC	HNSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-KU-A66S-01A	TCGA-KU-A66S	TCGA-HNSC	HNSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-CV-6935-01A	TCGA-CV-6935	TCGA-HNSC	HNSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-CR-7402-01A	TCGA-CR-7402	TCGA-HNSC	HNSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-QK-A6VB-01A	TCGA-QK-A6VB	TCGA-HNSC	HNSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-GS-A9TT-01A	TCGA-GS-A9TT	TCGA-DLBC	DLBC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-BA-4076-01A	TCGA-BA-4076	TCGA-HNSC	HNSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-CV-6961-01A	TCGA-CV-6961	TCGA-HNSC	HNSC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-EI-6507-01A	TCGA-EI-6507	TCGA-READ	READ	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-AG-A026-01A	TCGA-AG-A026	TCGA-READ	READ	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-EI-6917-01A	TCGA-EI-6917	TCGA-READ	READ	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-QC-A7B5-01A	TCGA-QC-A7B5	TCGA-SARC	SARC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-DY-A1DG-01A	TCGA-DY-A1DG	TCGA-READ	READ	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-FF-8042-01A	TCGA-FF-8042	TCGA-DLBC	DLBC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-FA-A7Q1-01A	TCGA-FA-A7Q1	TCGA-DLBC	DLBC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-NA-A4R1-01A	TCGA-NA-A4R1	TCGA-UCS	UCS	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-FF-8047-01A	TCGA-FF-8047	TCGA-DLBC	DLBC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-FF-A7CX-01A	TCGA-FF-A7CX	TCGA-DLBC	DLBC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-GS-A9TY-01A	TCGA-GS-A9TY	TCGA-DLBC	DLBC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-FF-8043-01A	TCGA-FF-8043	TCGA-DLBC	DLBC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-GS-A9TQ-01A	TCGA-GS-A9TQ	TCGA-DLBC	DLBC	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
TCGA-N9-A4Q7-01A	TCGA-N9-A4Q7	TCGA-UCS	UCS	FACETS	True	True	False	False	True	True	segment_mean_cn;somatic_mutation_ref_alt_counts;purity_ploidy	tumor_bam_or_precomputed_tumor_snp_counts;matched_normal_bam_or_precomputed_normal_snp_counts;snp_pileup_or_equivalent_allele_count_input	<snp-pileup> <common_snp_vcf.gz> <sample_counts.csv.gz> <normal.bam> <tumor.bam>; Rscript <facets_wrapper.R> <sample_counts.csv.gz> <output_dir>	placeholder_command_requires_tool_version_reference_build_common_snp_resource_and_manual_qc;do_not_assume_bams_exist;do_not_run_pyclone_vi_or_phylowgs_in_this_step
